QueryMolecule,PromptType,Prediction,ExtractedRatings,GT_FISH,GT_COLD,GT_AMMONIA,GT_DECAYED,GT_STRENGTH,GT_PLEASANT,GT_FAMILIAR,FISH_error,FISH_predicted,FISH_actual,COLD_error,COLD_predicted,COLD_actual,AMMONIA/URINOUS_error,AMMONIA/URINOUS_predicted,AMMONIA/URINOUS_actual,DECAYED_error,DECAYED_predicted,DECAYED_actual,HOW STRONG IS THE SMELL?_error,HOW STRONG IS THE SMELL?_predicted,HOW STRONG IS THE SMELL?_actual,HOW PLEASANT IS THE SMELL?_error,HOW PLEASANT IS THE SMELL?_predicted,HOW PLEASANT IS THE SMELL?_actual,HOW FAMILIAR IS THE SMELL?_error,HOW FAMILIAR IS THE SMELL?_predicted,HOW FAMILIAR IS THE SMELL?_actual,mean_absolute_error,dimensions_evaluated,error
Benzyl ether,basic,"<scent_ratings>
{
    ""molecule"": ""Benzyl ether"",
    ""EDIBLE"": 20.0,
    ""BAKERY"": 25.0,
    ""SWEET"": 30.0,
    ""FRUIT"": 15.0,
    ""FISH"": 10.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 20.0,
    ""COLD"": 25.0,
    ""SOUR"": 10.0,
    ""BURNT"": 15.0,
    ""ACID"": 5.0,
    ""WARM"": 30.0,
    ""MUSKY"": 20.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 15.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 35.0,
    ""GRASS"": 15.0,
    ""FLOWER"": 25.0,
    ""CHEMICAL"": 20.0,
    ""HOW STRONG IS THE SMELL?"": 40.0,
    ""HOW PLEASANT IS THE SMELL?"": 55.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
</scent_ratings>","{'molecule': 'Benzyl ether', 'EDIBLE': 20.0, 'BAKERY': 25.0, 'SWEET': 30.0, 'FRUIT': 15.0, 'FISH': 10.0, 'GARLIC': 5.0, 'SPICES': 20.0, 'COLD': 25.0, 'SOUR': 10.0, 'BURNT': 15.0, 'ACID': 5.0, 'WARM': 30.0, 'MUSKY': 20.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 15.0, 'DECAYED': 10.0, 'WOOD': 35.0, 'GRASS': 15.0, 'FLOWER': 25.0, 'CHEMICAL': 20.0, 'HOW STRONG IS THE SMELL?': 40.0, 'HOW PLEASANT IS THE SMELL?': 55.0, 'HOW FAMILIAR IS THE SMELL?': 50.0}",1.0,13.714285714285714,17.333333333333332,20.33333333333333,56.79545454545455,60.85227272727273,51.47727272727273,9.0,10.0,1.0,11.285714285714286,25.0,13.714285714285714,2.333333333333332,15.0,17.333333333333332,10.333333333333329,10.0,20.33333333333333,16.795454545454547,40.0,56.79545454545455,5.852272727272727,55.0,60.85227272727273,1.4772727272727266,50.0,51.47727272727273,8.153911564625849,7.0,
2-Phenoxyethyl isobutyrate,basic,"<scent_ratings>
{
    ""molecule"": ""2-Phenoxyethyl isobutyrate"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 35.0,
    ""SWEET"": 50.0,
    ""FRUIT"": 40.0,
    ""FISH"": 10.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 25.0,
    ""COLD"": 30.0,
    ""SOUR"": 15.0,
    ""BURNT"": 10.0,
    ""ACID"": 20.0,
    ""WARM"": 45.0,
    ""MUSKY"": 20.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 15.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 30.0,
    ""GRASS"": 25.0,
    ""FLOWER"": 55.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 40.0,
    ""HOW PLEASANT IS THE SMELL?"": 60.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
</scent_ratings>","{'molecule': '2-Phenoxyethyl isobutyrate', 'EDIBLE': 30.0, 'BAKERY': 35.0, 'SWEET': 50.0, 'FRUIT': 40.0, 'FISH': 10.0, 'GARLIC': 5.0, 'SPICES': 25.0, 'COLD': 30.0, 'SOUR': 15.0, 'BURNT': 10.0, 'ACID': 20.0, 'WARM': 45.0, 'MUSKY': 20.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 15.0, 'DECAYED': 10.0, 'WOOD': 30.0, 'GRASS': 25.0, 'FLOWER': 55.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 40.0, 'HOW PLEASANT IS THE SMELL?': 60.0, 'HOW FAMILIAR IS THE SMELL?': 50.0}",14.5,20.615384615384617,36.4,38.8,48.72222222222222,47.388888888888886,39.61111111111112,4.5,10.0,14.5,9.384615384615383,30.0,20.615384615384617,21.4,15.0,36.4,28.799999999999997,10.0,38.8,8.722222222222221,40.0,48.72222222222222,12.611111111111114,60.0,47.388888888888886,10.388888888888879,50.0,39.61111111111112,13.686691086691086,7.0,
Anisyl acetate,basic,"<scent_ratings>
{
    ""molecule"": ""Anisyl acetate"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 40.0,
    ""SWEET"": 55.0,
    ""FRUIT"": 45.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 35.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 5.0,
    ""ACID"": 20.0,
    ""WARM"": 30.0,
    ""MUSKY"": 15.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 25.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 60.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 65.0,
    ""HOW FAMILIAR IS THE SMELL?"": 55.0
}
</scent_ratings>","{'molecule': 'Anisyl acetate', 'EDIBLE': 30.0, 'BAKERY': 40.0, 'SWEET': 55.0, 'FRUIT': 45.0, 'FISH': 20.0, 'GARLIC': 10.0, 'SPICES': 35.0, 'COLD': 25.0, 'SOUR': 15.0, 'BURNT': 5.0, 'ACID': 20.0, 'WARM': 30.0, 'MUSKY': 15.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 10.0, 'WOOD': 25.0, 'GRASS': 20.0, 'FLOWER': 60.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 65.0, 'HOW FAMILIAR IS THE SMELL?': 55.0}",5.0,25.3,28.25,31.2,46.95402298850575,60.333333333333336,46.71264367816092,15.0,20.0,5.0,0.3000000000000007,25.0,25.3,8.25,20.0,28.25,21.2,10.0,31.2,3.0459770114942515,50.0,46.95402298850575,4.666666666666664,65.0,60.333333333333336,8.287356321839077,55.0,46.71264367816092,8.678571428571427,7.0,
cinnamyl alcohol,basic,"<scent_ratings>
{
    ""molecule"": ""cinnamyl alcohol"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 40.0,
    ""SWEET"": 50.0,
    ""FRUIT"": 35.0,
    ""FISH"": 16.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 60.0,
    ""COLD"": 20.0,
    ""SOUR"": 15.0,
    ""BURNT"": 10.0,
    ""ACID"": 5.0,
    ""WARM"": 55.0,
    ""MUSKY"": 20.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 15.0,
    ""DECAYED"": 12.0,
    ""WOOD"": 30.0,
    ""GRASS"": 25.0,
    ""FLOWER"": 45.0,
    ""CHEMICAL"": 10.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 60.0,
    ""HOW FAMILIAR IS THE SMELL?"": 55.0
}
</scent_ratings>","{'molecule': 'cinnamyl alcohol', 'EDIBLE': 30.0, 'BAKERY': 40.0, 'SWEET': 50.0, 'FRUIT': 35.0, 'FISH': 16.0, 'GARLIC': 10.0, 'SPICES': 60.0, 'COLD': 20.0, 'SOUR': 15.0, 'BURNT': 10.0, 'ACID': 5.0, 'WARM': 55.0, 'MUSKY': 20.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 15.0, 'DECAYED': 12.0, 'WOOD': 30.0, 'GRASS': 25.0, 'FLOWER': 45.0, 'CHEMICAL': 10.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 60.0, 'HOW FAMILIAR IS THE SMELL?': 55.0}",16.333333333333332,18.0,22.9375,21.21052631578948,68.22680412371135,45.22680412371134,53.11340206185567,0.33333333333333215,16.0,16.333333333333332,2.0,20.0,18.0,7.9375,15.0,22.9375,9.21052631578948,12.0,21.21052631578948,18.226804123711347,50.0,68.22680412371135,14.77319587628866,60.0,45.22680412371134,1.8865979381443267,55.0,53.11340206185567,7.766851083895306,7.0,
Cinnamyl alcohol,basic,"```json
{
    ""molecule"": ""Cinnamyl alcohol"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 40.0,
    ""SWEET"": 50.0,
    ""FRUIT"": 35.0,
    ""FISH"": 16.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 60.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 20.0,
    ""ACID"": 10.0,
    ""WARM"": 45.0,
    ""MUSKY"": 20.0,
    ""SWEATY"": 15.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 15.0,
    ""WOOD"": 30.0,
    ""GRASS"": 25.0,
    ""FLOWER"": 55.0,
    ""CHEMICAL"": 10.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 60.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
```",PARSE_ERROR,16.333333333333332,18.0,22.9375,21.21052631578948,68.22680412371135,45.22680412371134,53.11340206185567,,,,,,,,,,,,,,,,,,,,,,,,Could not parse prediction
2-ethyl-1-hexanol,basic,"<scent_ratings>
{
    ""molecule"": ""2-ethyl-1-hexanol"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 25.0,
    ""SWEET"": 40.0,
    ""FRUIT"": 35.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 30.0,
    ""COLD"": 28.0,
    ""SOUR"": 15.0,
    ""BURNT"": 5.0,
    ""ACID"": 20.0,
    ""WARM"": 35.0,
    ""MUSKY"": 25.0,
    ""SWEATY"": 15.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 40.0,
    ""GRASS"": 30.0,
    ""FLOWER"": 25.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 55.0,
    ""HOW FAMILIAR IS THE SMELL?"": 45.0
}
</scent_ratings>","{'molecule': '2-ethyl-1-hexanol', 'EDIBLE': 30.0, 'BAKERY': 25.0, 'SWEET': 40.0, 'FRUIT': 35.0, 'FISH': 20.0, 'GARLIC': 10.0, 'SPICES': 30.0, 'COLD': 28.0, 'SOUR': 15.0, 'BURNT': 5.0, 'ACID': 20.0, 'WARM': 35.0, 'MUSKY': 25.0, 'SWEATY': 15.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 10.0, 'WOOD': 40.0, 'GRASS': 30.0, 'FLOWER': 25.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 55.0, 'HOW FAMILIAR IS THE SMELL?': 45.0}",27.0,25.125,24.88,19.47222222222222,66.58,22.36,42.79,7.0,20.0,27.0,2.875,28.0,25.125,4.879999999999999,20.0,24.88,9.472222222222221,10.0,19.47222222222222,16.58,50.0,66.58,32.64,55.0,22.36,2.210000000000001,45.0,42.79,10.808174603174605,7.0,
4-Methylanisole,basic,"<scent_ratings>
{
    ""molecule"": ""4-Methylanisole"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 35.0,
    ""SWEET"": 40.0,
    ""FRUIT"": 25.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 45.0,
    ""COLD"": 28.0,
    ""SOUR"": 15.0,
    ""BURNT"": 5.0,
    ""ACID"": 10.0,
    ""WARM"": 50.0,
    ""MUSKY"": 20.0,
    ""SWEATY"": 15.0,
    ""AMMONIA/URINOUS"": 25.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 35.0,
    ""GRASS"": 30.0,
    ""FLOWER"": 55.0,
    ""CHEMICAL"": 20.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 60.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
</scent_ratings>","{'molecule': '4-Methylanisole', 'EDIBLE': 30.0, 'BAKERY': 35.0, 'SWEET': 40.0, 'FRUIT': 25.0, 'FISH': 20.0, 'GARLIC': 10.0, 'SPICES': 45.0, 'COLD': 28.0, 'SOUR': 15.0, 'BURNT': 5.0, 'ACID': 10.0, 'WARM': 50.0, 'MUSKY': 20.0, 'SWEATY': 15.0, 'AMMONIA/URINOUS': 25.0, 'DECAYED': 10.0, 'WOOD': 35.0, 'GRASS': 30.0, 'FLOWER': 55.0, 'CHEMICAL': 20.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 60.0, 'HOW FAMILIAR IS THE SMELL?': 50.0}",20.0,23.6875,21.066666666666663,19.76923076923077,58.597938144329895,51.69072164948454,49.11340206185567,0.0,20.0,20.0,4.3125,28.0,23.6875,3.933333333333337,25.0,21.066666666666663,9.76923076923077,10.0,19.76923076923077,8.597938144329895,50.0,58.597938144329895,8.309278350515463,60.0,51.69072164948454,0.8865979381443267,50.0,49.11340206185567,5.115554076507685,7.0,
3-Decen-2-one,basic,"<scent_ratings>
{
    ""molecule"": ""3-Decen-2-one"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 25.0,
    ""SWEET"": 35.0,
    ""FRUIT"": 40.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 30.0,
    ""COLD"": 28.0,
    ""SOUR"": 15.0,
    ""BURNT"": 5.0,
    ""ACID"": 20.0,
    ""WARM"": 35.0,
    ""MUSKY"": 25.0,
    ""SWEATY"": 15.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 30.0,
    ""GRASS"": 35.0,
    ""FLOWER"": 20.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 45.0,
    ""HOW FAMILIAR IS THE SMELL?"": 40.0
}
</scent_ratings>","{'molecule': '3-Decen-2-one', 'EDIBLE': 30.0, 'BAKERY': 25.0, 'SWEET': 35.0, 'FRUIT': 40.0, 'FISH': 20.0, 'GARLIC': 10.0, 'SPICES': 30.0, 'COLD': 28.0, 'SOUR': 15.0, 'BURNT': 5.0, 'ACID': 20.0, 'WARM': 35.0, 'MUSKY': 25.0, 'SWEATY': 15.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 10.0, 'WOOD': 30.0, 'GRASS': 35.0, 'FLOWER': 20.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 45.0, 'HOW FAMILIAR IS THE SMELL?': 40.0}",15.75,29.647058823529413,32.25,29.142857142857142,52.46478873239437,37.69014084507042,37.94366197183098,4.25,20.0,15.75,1.647058823529413,28.0,29.647058823529413,12.25,20.0,32.25,19.142857142857142,10.0,29.142857142857142,2.464788732394368,50.0,52.46478873239437,7.309859154929583,45.0,37.69014084507042,2.056338028169023,40.0,37.94366197183098,7.017271697411362,7.0,
5-Phenyl-1-pentanol,basic,"<scent_ratings>
{
    ""molecule"": ""5-Phenyl-1-pentanol"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 35.0,
    ""SWEET"": 40.0,
    ""FRUIT"": 25.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 30.0,
    ""COLD"": 28.0,
    ""SOUR"": 15.0,
    ""BURNT"": 5.0,
    ""ACID"": 20.0,
    ""WARM"": 35.0,
    ""MUSKY"": 25.0,
    ""SWEATY"": 15.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 30.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 30.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 55.0,
    ""HOW FAMILIAR IS THE SMELL?"": 45.0
}
</scent_ratings>","{'molecule': '5-Phenyl-1-pentanol', 'EDIBLE': 30.0, 'BAKERY': 35.0, 'SWEET': 40.0, 'FRUIT': 25.0, 'FISH': 20.0, 'GARLIC': 10.0, 'SPICES': 30.0, 'COLD': 28.0, 'SOUR': 15.0, 'BURNT': 5.0, 'ACID': 20.0, 'WARM': 35.0, 'MUSKY': 25.0, 'SWEATY': 15.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 10.0, 'WOOD': 30.0, 'GRASS': 20.0, 'FLOWER': 30.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 55.0, 'HOW FAMILIAR IS THE SMELL?': 45.0}",20.0,12.833333333333334,24.6,27.666666666666668,42.69014084507042,54.52112676056338,44.85915492957746,0.0,20.0,20.0,15.166666666666666,28.0,12.833333333333334,4.600000000000001,20.0,24.6,17.666666666666668,10.0,27.666666666666668,7.309859154929583,50.0,42.69014084507042,0.4788732394366235,55.0,54.52112676056338,0.14084507042254302,45.0,44.85915492957746,6.480415828303156,7.0,
ethyl propionate,basic,"<scent_ratings>
{
    ""molecule"": ""ethyl propionate"",
    ""EDIBLE"": 60.0,
    ""BAKERY"": 55.0,
    ""SWEET"": 65.0,
    ""FRUIT"": 70.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 30.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 5.0,
    ""ACID"": 20.0,
    ""WARM"": 40.0,
    ""MUSKY"": 10.0,
    ""SWEATY"": 5.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 15.0,
    ""GRASS"": 30.0,
    ""FLOWER"": 50.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 40.0,
    ""HOW PLEASANT IS THE SMELL?"": 60.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
</scent_ratings>","{'molecule': 'ethyl propionate', 'EDIBLE': 60.0, 'BAKERY': 55.0, 'SWEET': 65.0, 'FRUIT': 70.0, 'FISH': 20.0, 'GARLIC': 10.0, 'SPICES': 30.0, 'COLD': 25.0, 'SOUR': 15.0, 'BURNT': 5.0, 'ACID': 20.0, 'WARM': 40.0, 'MUSKY': 10.0, 'SWEATY': 5.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 10.0, 'WOOD': 15.0, 'GRASS': 30.0, 'FLOWER': 50.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 40.0, 'HOW PLEASANT IS THE SMELL?': 60.0, 'HOW FAMILIAR IS THE SMELL?': 50.0}",24.142857142857142,24.785714285714285,26.0,19.38095238095238,66.28421052631579,36.23157894736842,48.02105263157895,4.142857142857142,20.0,24.142857142857142,0.2142857142857153,25.0,24.785714285714285,6.0,20.0,26.0,9.38095238095238,10.0,19.38095238095238,26.28421052631579,40.0,66.28421052631579,23.76842105263158,60.0,36.23157894736842,1.9789473684210535,50.0,48.02105263157895,10.25281059792338,7.0,
Diethyl malonate,basic,"<scent_ratings>
{
    ""molecule"": ""Diethyl malonate"",
    ""EDIBLE"": 60.0,
    ""BAKERY"": 55.0,
    ""SWEET"": 70.0,
    ""FRUIT"": 65.0,
    ""FISH"": 20.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 30.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 10.0,
    ""ACID"": 20.0,
    ""WARM"": 40.0,
    ""MUSKY"": 15.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 10.0,
    ""DECAYED"": 5.0,
    ""WOOD"": 25.0,
    ""GRASS"": 30.0,
    ""FLOWER"": 50.0,
    ""CHEMICAL"": 20.0,
    ""HOW STRONG IS THE SMELL?"": 45.0,
    ""HOW PLEASANT IS THE SMELL?"": 65.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
</scent_ratings>","{'molecule': 'Diethyl malonate', 'EDIBLE': 60.0, 'BAKERY': 55.0, 'SWEET': 70.0, 'FRUIT': 65.0, 'FISH': 20.0, 'GARLIC': 5.0, 'SPICES': 30.0, 'COLD': 25.0, 'SOUR': 15.0, 'BURNT': 10.0, 'ACID': 20.0, 'WARM': 40.0, 'MUSKY': 15.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 10.0, 'DECAYED': 5.0, 'WOOD': 25.0, 'GRASS': 30.0, 'FLOWER': 50.0, 'CHEMICAL': 20.0, 'HOW STRONG IS THE SMELL?': 45.0, 'HOW PLEASANT IS THE SMELL?': 65.0, 'HOW FAMILIAR IS THE SMELL?': 50.0}",6.5,17.5,4.666666666666667,20.125,43.888888888888886,66.95959595959596,54.74747474747475,13.5,20.0,6.5,7.5,25.0,17.5,5.333333333333333,10.0,4.666666666666667,15.125,5.0,20.125,1.1111111111111143,45.0,43.888888888888886,1.9595959595959584,65.0,66.95959595959596,4.747474747474747,50.0,54.74747474747475,7.0395021645021645,7.0,
ethyl butyrate,basic,"```json
{
    ""molecule"": ""ethyl butyrate"",
    ""EDIBLE"": 70.0,
    ""BAKERY"": 65.0,
    ""SWEET"": 75.0,
    ""FRUIT"": 80.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 30.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 5.0,
    ""ACID"": 20.0,
    ""WARM"": 40.0,
    ""MUSKY"": 10.0,
    ""SWEATY"": 5.0,
    ""AMMONIA/URINOUS"": 10.0,
    ""DECAYED"": 5.0,
    ""WOOD"": 20.0,
    ""GRASS"": 30.0,
    ""FLOWER"": 50.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 60.0,
    ""HOW PLEASANT IS THE SMELL?"": 70.0,
    ""HOW FAMILIAR IS THE SMELL?"": 60.0
}
```",PARSE_ERROR,10.0,15.23076923076923,22.625,31.454545454545453,64.93069306930693,60.445544554455445,60.04950495049505,,,,,,,,,,,,,,,,,,,,,,,,Could not parse prediction
Acetal,basic,"<scent_ratings>
{
    ""molecule"": ""Acetal"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 40.0,
    ""SWEET"": 50.0,
    ""FRUIT"": 35.0,
    ""FISH"": 10.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 20.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 10.0,
    ""ACID"": 20.0,
    ""WARM"": 30.0,
    ""MUSKY"": 15.0,
    ""SWEATY"": 5.0,
    ""AMMONIA/URINOUS"": 10.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 25.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 30.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 40.0,
    ""HOW PLEASANT IS THE SMELL?"": 55.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
</scent_ratings>","{'molecule': 'Acetal', 'EDIBLE': 30.0, 'BAKERY': 40.0, 'SWEET': 50.0, 'FRUIT': 35.0, 'FISH': 10.0, 'GARLIC': 5.0, 'SPICES': 20.0, 'COLD': 25.0, 'SOUR': 15.0, 'BURNT': 10.0, 'ACID': 20.0, 'WARM': 30.0, 'MUSKY': 15.0, 'SWEATY': 5.0, 'AMMONIA/URINOUS': 10.0, 'DECAYED': 10.0, 'WOOD': 25.0, 'GRASS': 20.0, 'FLOWER': 30.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 40.0, 'HOW PLEASANT IS THE SMELL?': 55.0, 'HOW FAMILIAR IS THE SMELL?': 50.0}",11.333333333333334,33.77777777777778,23.384615384615383,9.75,46.12987012987013,45.0,40.4025974025974,1.333333333333334,10.0,11.333333333333334,8.777777777777779,25.0,33.77777777777778,13.384615384615383,10.0,23.384615384615383,0.25,10.0,9.75,6.1298701298701275,40.0,46.12987012987013,10.0,55.0,45.0,9.5974025974026,50.0,40.4025974025974,7.067571317571317,7.0,
epsilon-Caprolactam,basic,"<scent_ratings>
{
    ""molecule"": ""epsilon-Caprolactam"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 25.0,
    ""SWEET"": 20.0,
    ""FRUIT"": 15.0,
    ""FISH"": 10.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 20.0,
    ""COLD"": 30.0,
    ""SOUR"": 15.0,
    ""BURNT"": 10.0,
    ""ACID"": 20.0,
    ""WARM"": 25.0,
    ""MUSKY"": 35.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 25.0,
    ""DECAYED"": 20.0,
    ""WOOD"": 30.0,
    ""GRASS"": 15.0,
    ""FLOWER"": 10.0,
    ""CHEMICAL"": 40.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 40.0,
    ""HOW FAMILIAR IS THE SMELL?"": 45.0
}
</scent_ratings>","{'molecule': 'epsilon-Caprolactam', 'EDIBLE': 30.0, 'BAKERY': 25.0, 'SWEET': 20.0, 'FRUIT': 15.0, 'FISH': 10.0, 'GARLIC': 5.0, 'SPICES': 20.0, 'COLD': 30.0, 'SOUR': 15.0, 'BURNT': 10.0, 'ACID': 20.0, 'WARM': 25.0, 'MUSKY': 35.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 25.0, 'DECAYED': 20.0, 'WOOD': 30.0, 'GRASS': 15.0, 'FLOWER': 10.0, 'CHEMICAL': 40.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 40.0, 'HOW FAMILIAR IS THE SMELL?': 45.0}",28.25,39.27272727272727,22.571428571428573,28.384615384615383,30.926470588235293,43.61764705882353,35.044117647058826,18.25,10.0,28.25,9.272727272727273,30.0,39.27272727272727,2.428571428571427,25.0,22.571428571428573,8.384615384615383,20.0,28.384615384615383,19.073529411764707,50.0,30.926470588235293,3.617647058823529,40.0,43.61764705882353,9.955882352941174,45.0,35.044117647058826,10.140424701349072,7.0,
